
organism_name
Absidia glauca
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium lateritium
[Humicola] grisea var. thermoidea
Metarhizium anisopliae
Metarhizium anisopliae
Metarhizium anisopliae
Rhodotorula glutinis
Rhodotorula glutinis
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Rhodotorula mucilaginosa
Scytalidium lignicola
Trichoderma harzianum
Trichoderma harzianum
Trichoderma harzianum
Trichoderma harzianum
Trichoderma harzianum
Trichoderma harzianum
Trichoderma harzianum
Trichoderma harzianum
Trichoderma viride
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Trichophyton rubrum
Cutaneotrichosporon cutaneum
Cutaneotrichosporon cutaneum
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Aureobasidium pullulans
Scedosporium boydii
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Alternaria alternata
Phialophora americana
Phialophora americana
Phialophora americana
Phialophora americana
Phialophora americana
Phialophora americana
Phialophora americana
Phialophora americana
Cryptococcus wingfieldii
Grifola frondosa
Grifola frondosa
Laetiporus sulphureus
Laetiporus sulphureus
Laetiporus sulphureus
Laetiporus sulphureus
Trametes cinnabarina
Trametes cinnabarina
Exophiala dermatitidis
Exophiala dermatitidis
Exophiala dermatitidis
Exophiala dermatitidis
Exophiala dermatitidis
Exophiala dermatitidis
Tilletia caries
Tilletia caries
Tilletia controversa
Tilletia controversa
Brettanomyces custersianus
Brettanomyces custersianus
Brettanomyces custersianus
Brettanomyces custersianus
Brettanomyces naardenensis
Brettanomyces naardenensis
Brettanomyces naardenensis
Brettanomyces naardenensis
Brettanomyces nanus
Heterobasidion annosum
Heterobasidion annosum
Heterobasidion annosum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Parastagonospora nodorum
Syncephalastrum racemosum
Naumovozyma castellii
Naumovozyma castellii
Naumovozyma castellii
Naumovozyma castellii
Naumovozyma dairenensis
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces paradoxus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Saccharomyces pastorianus
Kazachstania servazzii
Kazachstania servazzii
Kazachstania servazzii
Kazachstania servazzii
Kazachstania unispora
Kazachstania unispora
Kazachstania unispora
Debaryomyces maramus
Debaryomyces nepalensis
Wickerhamiella versatilis
Wickerhamiella versatilis
Wickerhamiella versatilis
Cephaloascus fragrans
Dipodascus albidus
Metschnikowia australis
Metschnikowia australis
Metschnikowia bicuspidata
Metschnikowia hawaiiensis
Metschnikowia hawaiiensis
Metschnikowia pulcherrima
Metschnikowia reukaufii
Metschnikowia reukaufii
Protomyces inouyei
Protomyces inundatus
Penicillium expansum
Penicillium expansum
Penicillium expansum
Penicillium expansum
Penicillium expansum
Penicillium expansum
Verticillium albo-atrum
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Verticillium dahliae
Schizopora paradoxa
Puccinia brachypodii
Puccinia hordei
Puccinia sorghi
Puccinia striiformis
Puccinia striiformis
Puccinia striiformis
Puccinia striiformis
Puccinia striiformis
Puccinia striiformis
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum acutatum
Colletotrichum coccodes
Colletotrichum coccodes
Colletotrichum coccodes
Acaulospora colombiana
Funneliformis mosseae
Encephalitozoon hellem
Sclerotinia trifoliorum
Priceomyces carsonii
Talaromyces trachyspermus
Talaromyces wortmannii
Talaromyces funiculosus
Talaromyces islandicus
Kluyveromyces lactis
Kluyveromyces lactis
Kluyveromyces lactis
Millerozyma acaciae
Pleurotus pulmonarius
Pleurotus pulmonarius
Pleurotus pulmonarius
Alternaria brassicicola
Cercospora nicotianae
Lipomyces starkeyi
Starmerella apicola
Starmerella apicola
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Hanseniaspora uvarum
Saturnispora dispora
Saturnispora dispora
Penicillium vulpinum
Verticillium tricorpus
Clonostachys rosea
Clonostachys rosea
Clonostachys rosea
Clonostachys rosea
Clonostachys rosea
Clonostachys rosea
Clonostachys rosea
Clonostachys rosea
Trichoderma virens
Trichoderma virens
Trichoderma virens
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora discreta
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Neurospora cerealis
Auricularia auricula-judae
Auricularia polytricha
Mrakia frigida
Mrakia frigida
Sporothrix schenckii
Sporothrix schenckii
Tolypocladium inflatum
Tolypocladium inflatum
Tolypocladium inflatum
Tolypocladium inflatum
Tolypocladium inflatum
Tolypocladium inflatum
Tolypocladium inflatum
Alternaria brassicae
Cladosporium cladosporioides
Cladosporium cladosporioides
Cladosporium cladosporioides
Cladosporium cladosporioides
Mucor lusitanicus
Colletotrichum graminicola
Kluyveromyces aestuarii
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Aspergillus terreus
Purpureocillium lilacinum
Purpureocillium lilacinum
Purpureocillium lilacinum
Purpureocillium lilacinum
Purpureocillium lilacinum
Purpureocillium lilacinum
Fusarium torulosum
Kodamaea ohmeri
Kodamaea ohmeri
Kodamaea ohmeri
Kodamaea ohmeri
Lipomyces kononenkoae
Kazachstania exigua
Trigonopsis variabilis
Aspergillus japonicus
Trichophyton schoenleinii
Trichophyton violaceum
Trichophyton violaceum
Trichophyton violaceum
Trichophyton violaceum
Colletotrichum destructivum
Ganoderma boninense
Ganoderma boninense
Ganoderma boninense
Ganoderma tsugae
Fomitopsis rosea
Entomophthora muscae
Entomophthora muscae
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Torulaspora pretoriensis
Epichloe festucae
Epichloe festucae
Epichloe festucae
Parasitella parasitica
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Macrophomina phaseolina
Pichia kluyveri
Pichia kluyveri
Cyberlindnera americana
Cyberlindnera americana
Cyberlindnera fabianii
Cyberlindnera fabianii
Cyberlindnera fabianii
Cyberlindnera fabianii
Cyberlindnera fabianii
Ogataea glucozyma
Ogataea henricii
Nakazawaea holstii
Ogataea minuta
Cyberlindnera petersonii
Saccharomycodes ludwigii
Saccharomycodes ludwigii
Saccharomycodes ludwigii
Saccharomycodes ludwigii
Saccharomycodes ludwigii
Saccharomycopsis capsularis
Saccharomycopsis capsularis
Barnettozyma californica
Barnettozyma californica
Barnettozyma californica
Barnettozyma pratensis
Lipomyces lipofer
Erysiphe pisi
Erysiphe pisi
Fusarium poae
Fusarium poae
Fusarium poae
Boletus edulis
Boletus edulis
Rhizopogon vulgaris
Xerocomus badius
Cantharellus cibarius
Mucor circinelloides
Mucor circinelloides
Aspergillus fischeri
Aspergillus fischeri
Aspergillus fischeri
Aspergillus fischeri
Aspergillus avenaceus
Penicillium coprophilum
Penicillium digitatum
Penicillium digitatum
Penicillium aurantiogriseum
Penicillium crustosum
Gaeumannomyces tritici
Magnaporthiopsis incrustans
Kazachstania telluris
Citeromyces matritensis
Citeromyces matritensis
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Clavispora lusitaniae
Grigorovia transvaalensis
Nilaparvata lugens yeast-like symbiont
Brettanomyces anomalus
Brettanomyces anomalus
Brettanomyces anomalus
Brettanomyces anomalus
Brettanomyces anomalus
Talaromyces marneffei
Talaromyces marneffei
Talaromyces marneffei
Talaromyces marneffei
Talaromyces marneffei
Talaromyces marneffei
Cryptococcus gattii VGI
Cryptococcus gattii VGI
Xylaria hypoxylon
Xylaria hypoxylon
Beauveria felina
Chaetomium globosum
Rhynchosporium secalis
Pneumocystis wakefieldiae
Myriosclerotinia scirpicola
Monilinia fructicola
Monilinia fructicola
Monilinia fructicola
Monilinia fructicola
Monilinia fructigena
Monilinia fructigena
Monilinia fructigena
Botryotinia calthae
Sclerotium cepivorum
Sclerotium cepivorum
Flammulina velutipes
Flammulina velutipes
Athelia rolfsii
Athelia rolfsii
Athelia rolfsii
Athelia rolfsii
[Candida] sake
[Candida] sake
Phialophora verrucosa
Phialophora verrucosa
Phialophora verrucosa
Phialophora verrucosa
Phialophora verrucosa
Tuber melanosporum
Arthonia radiata
Hypsizygus marmoreus
Hypsizygus marmoreus
Hypsizygus marmoreus
Tricholoma matsutake
Tricholoma matsutake
Tricholoma matsutake
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Fusarium avenaceum
Symbiotaphrina buchneri
Cryphonectria radicalis
Cryphonectria radicalis
Cryphonectria radicalis
Cryphonectria radicalis
Cryphonectria radicalis
Cryphonectria radicalis
Cryphonectria radicalis
Penicillium italicum
Penicillium italicum
Penicillium italicum
Nosema ceranae
Nosema ceranae
Fonsecaea pedrosoi
Aspergillus ochraceus
Aspergillus ochraceus
Aspergillus unguis
Aspergillus unguis
Aspergillus unguis
Aspergillus unguis
Aspergillus ustus
Auriscalpium vulgare
Fomitopsis pinicola
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Botrytis cinerea
Sporobolomyces roseus
Claviceps paspali
Claviceps paspali
Plectosphaerella cucumerina
Plectosphaerella cucumerina
Plectosphaerella cucumerina
Elsinoe fawcettii
Elsinoe fawcettii
Elsinoe fawcettii
Elsinoe fawcettii
Elsinoe fawcettii
Elsinoe fawcettii
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Elsinoe australis
Aspergillus thermomutatus
Aspergillus sojae
Aspergillus sojae
Aspergillus sojae
Aspergillus sojae
Aspergillus nomiae
Aspergillus leporis
Aspergillus candidus
Aspergillus fumigatus var. fumigatus
Aspergillus brunneus
Aspergillus brunneus
Lomentospora prolificans
Aspergillus latus
Aspergillus latus
Aspergillus latus
Aspergillus latus
Aspergillus latus
Aspergillus latus
Aspergillus latus
Aspergillus quadrilineatus
Mortierella polycephala
Aspergillus tamarii
Aspergillus tamarii
Aspergillus tamarii
Pneumocystis oryctolagi
Pneumocystis jirovecii
Pneumocystis jirovecii
Pseudohalonectria lignicola
Tuber magnatum
Tuber borchii
Zygosaccharomyces mellis
Zygosaccharomyces mellis
Zygosaccharomyces mellis
Zygotorulaspora mrakii
Zygotorulaspora mrakii
Fusarium ventricosum
Daldinia concentrica
Candida dubliniensis
Candida dubliniensis
Protomyces gravidus
Fusarium udum
Fusarium udum
Fusarium succisae
Fusarium bactridioides
Fusarium dlaminii
Fusarium napiforme
Fusarium nygamai
Fusarium nygamai
Fusarium nygamai
Fusarium sacchari
Fusarium sacchari
Fusarium subglutinans
Fusarium subglutinans
Fusarium subglutinans
Fusarium heterosporum
Tilletia indica
Tilletia indica
Tilletia indica
Tilletia indica
Tilletia indica
Tilletia indica
Tilletia indica
Tilletia indica
Tilletia indica
Cordyceps javanica
Cordyceps javanica
Cephaloascus albidus
Saccharomycopsis crataegensis
Aciculoconidium aculeatum
Nadsonia starkeyi-henricii
Ambrosiozyma monospora
Ambrosiozyma philentoma
Ambrosiozyma philentoma
Galactomyces reessii
Dipodascus fermentans
Blastobotrys proliferans
Botryozyma nematodophila
Blastobotrys niveus
Saprochaete suaveolens
Dipodascus geniculatus
Saccharomycopsis schoenii
Saccharomycopsis malanga
Saccharomycopsis malanga
Trichomonascus ciferrii
Limtongozyma cylindracea
Ambrosiella xylebori
Fusarium buharicum
Fusarium beomiforme
