
organism_name
Ephydatia muelleri
Nymphalis urticae
Erebia ligea
Erebia ligea
Lasiommata megera
Lasiommata megera
Melanargia galathea
Melanargia galathea
Anopheles minimus
Biomphalaria straminea
Sogatella furcifera
Sogatella furcifera
Mellicta athalia
Mellicta athalia
Melitaea cinxia
Melitaea cinxia
Melitaea cinxia
Calanus glacialis
Parasteatoda tepidariorum
Acropora intermedia
Drosophila greeni
Nasutitermes exitiosus
Cassiopea andromeda
Rhabditophanes sp. KR3021
Megalopta genalis
Seladonia tumulorum
Seladonia tumulorum
Harmonia axyridis
Harmonia axyridis
Harmonia axyridis
Harmonia axyridis
Harmonia axyridis
Harmonia axyridis
Harmonia axyridis
Harmonia axyridis
Phoronis australis
Cochliomyia hominivorax
Carcina quercana
Carcina quercana
Cosmia trapezina
Cosmia trapezina
Eupsilia transversa
Eupsilia transversa
Pararge aegeria
Pararge aegeria
Pararge aegeria
Pararge aegeria
Aethina tumida
Eulimnadia texana
Acropora yongei
Protopolystoma xenopodis
Conus ventricosus
Phalangium opilio
Drosophila lacertosa
Drosophila lacertosa
Cyclina sinensis
Pediculus humanus corporis
Diaphorina citri
Anopheles cracens
Ladona fulva
Curetis bulis
Limenitis arthemis
Hypolimnas misippus
Drosophila biarmipes
Drosophila biarmipes
Drosophila biarmipes
Drosophila biarmipes
Strigamia maritima
Platynothrus peltifer
Craspedacusta sowerbii
Sanderia malayensis
Columbicola columbae
Drosophila santomea
Aporia crataegi
Aporia crataegi
Trogonoptera brookiana
Ruditapes philippinarum
Ceratosolen fusciceps
Dolichoris vasculosae
Platyscapa corneri
Bombus consobrinus
Bombus ignitus
Bombus polaris
Parastrongyloides trichosuri
Bombus impatiens
Drosophila vulcana
Baronia brevicornis
Parides photinus
Eriosoma lanigerum
Acanthaster planci
Acanthaster planci
Acanthaster planci
Acanthaster planci
Acanthaster planci
Frankliniella occidentalis
Drosophila nigrodunni
Drosophila dunni
Drosophila dunni
Drosophila cardini
Caenorhabditis brenneri
Aleochara bilineata
Zootermopsis nevadensis
Acartia tonsa
Oithona nana
Drosophila tani
Drosophila kanapiae
Drosophila mayri
Drosophila orosa
Drosophila parvula
Drosophila truncata
Drosophila baimaii
Drosophila barbarae
Drosophila burlai
Drosophila burlai
Lysandra bellargus
Lysandra bellargus
Penaeus chinensis
Penaeus chinensis
Teleopsis dalmanni
Teleopsis dalmanni
Teleopsis dalmanni
Sphyracephala brevicornis
Anopheles culicifacies
Beroe forskalii
Lordiphosa magnipectinata
Pomphorhynchus laevis
Oscheius tipulae
Oscheius tipulae
Ligia exotica
Nemurella pictetii
Nemurella pictetii
Amphinemura sulcicollis
Diuraphis noxia
Diuraphis noxia
Diuraphis noxia
Sipha flava
Megachile rotundata
Pogonomyrmex barbatus
Pogonomyrmex californicus
Trichinella murrelli
Trichinella murrelli
Opisthorchis felineus
Parelaphostrongylus tenuis
Tetragonula carbonaria
Panulirus ornatus
Wiebesia pumilae
Danaus chrysippus
Danaus chrysippus
Danaus chrysippus
Danaus chrysippus
Eumeta japonica
Dendronephthya gigantea
Delias pasithoe
Delias pasithoe
Drosophila neonasuta
Drosophila asahinai
Drosophila chauvacae
Plebejus idas
Plebejus melissa
Ceratina calcarata
Acropora microphthalma
Trichobilharzia regenti
Graphium evemon
Lamproptera meges
Teinopalpus imperialis
Saccostrea glomerata
Sepia pharaonis
Tigriopus japonicus
Folsomia candida
Folsomia candida
Folsomia candida
Argopecten irradians concentricus
Argopecten irradians irradians
Propylea japonica
Propylea japonica
Macrobrachium nipponense
Acropora muricata
Anthopleura sola
Thrips palmi
Galerucella calmariensis
Galerucella pusilla
Galerucella tenella
Plectrocnemia conspersa
Anopheles parensis
Cyprideis torosa
Solen grandis
Acropora selago
Junonia evarete
Junonia evarete
Junonia evarete
Junonia evarete
Junonia evarete
Danaus melanippus
Danaus melanippus
Danaus eresimus
Ditylenchus destructor
Ditylenchus dipsaci
Danaus gilippus
Onthophagus taurus
Melipona quadrifasciata
Danaus erippus
Chilo suppressalis
Chilo suppressalis
Coelopa frigida
Eudrilus eugeniae
Timema monikensis
Timema poppensis
Coboldia fuscipes
Drosophila repletoides
Nymphalis io
Nymphalis io
Nymphalis polychloros
Nymphalis polychloros
Vanessa cardui
Vanessa cardui
Heliconius hecalesia formosus
Heliconius hierax
Heliconius cydno chioneus
Heliconius cydno chioneus
Heliconius cydno chioneus
Heliconius cydno chioneus
Heliconius melpomene rosina
Heliconius melpomene rosina
Heliconius melpomene rosina
Heliconius melpomene rosina
Heliconius melpomene rosina
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene melpomene
Heliconius melpomene cythera
Heliconius melpomene cythera
Caerostris extrusa
Bactrocera latifrons
Strongyloides papillosus
Strongyloides papillosus
Mamestra configurata
Ceratina japonica
Exoneura robusta
Heteractis crispa
Maconellicoccus hirsutus
Maconellicoccus hirsutus
Birgus latro
Dufourea novaeangliae
Culicoides sonorensis
Culicoides sonorensis
Anopheles gambiae str. PEST
Trichinella sp. T9
Araneus ventricosus
Apis laboriosa
Bombus soroeensis
Zaprionus kolodkinae
Anopheles nili
Pantala flavescens
Drosophila parabipectinata
Meloidogyne exigua
Brachystomella parvula
Pseudachorutes palmiensis
Sinella curviseta
Tomocerus minor
Elysia chlorotica
Enteromyxum leei
Drosophila micromelanica
Drosophila micromelanica
Meloidogyne graminicola
Meloidogyne graminicola
Chrysoperla carnea
Chrysoperla carnea
Baetis rhodani
Leptidea reali
Leptidea sinapis
Leptidea sinapis
Leptidea sinapis
Leptidea sinapis
Bibio marci
Bibio marci
Peribatodes rhomboidaria
Peribatodes rhomboidaria
Boloria selene
Boloria selene
Maniola jurtina
Maniola jurtina
Maniola jurtina
Maniola jurtina
Drosophila pseudotakahashii
Steinernema diaprepesi
Neoseiulus cucumeris
Triops cancriformis
Triops cancriformis
Drosophila malerkotliana malerkotliana
Cantharis rustica
Cantharis rustica
Laodelphax striatellus
Laodelphax striatellus
Laodelphax striatellus
Heliconius hortense
Calosoma granatense
Homalodisca vitripennis
Homalodisca vitripennis
Homalodisca vitripennis
Cloeon dipterum
Ischnura elegans
Ischnura elegans
Liriomyza trifolii
Eristalis tenax
Eristalis tenax
Drosophila innubila
Anopheles epiroticus
Andricus quercusramuli
Apis mellifera caucasica
Glossina fuscipes fuscipes
Apoderus coryli
Apoderus coryli
Leptestheria dahalacensis
Aulacorthum solani
Stegodyphus dumicola
Graphium androcles
Vespa velutina
Vespa velutina
Glaucopsyche alexis
Glaucopsyche alexis
Celastrina argiolus
Celastrina argiolus
Pocillopora verrucosa
Chaoborus trivitattus
Dreissena rostriformis
Bombus campestris
Bombus haemorrhoidalis
Bombus vosnesenskii
Pseudoneuroterus saliens
Thaumetopoea pityocampa
Diadegma semiclausum
Formica selysi
Portunus trituberculatus
Portunus trituberculatus
Portunus trituberculatus
Hoplolaimus galeatus
Cephus cinctus
Lethocerus indicus
Eciton burchellii
Archon apollinus
Hypermnestra helios helios
Parnassius orleans
Parnassius honrathi
Hydraecia micacea
Hydraecia micacea
Noctua pronuba
Noctua pronuba
Steromphala cineraria
Steromphala cineraria
Leptinotarsa juncta
Leptinotarsa juncta
Chrysomallon squamiferum
Hydroides elegans
Caligus rogercresseyi
Caligus rogercresseyi
Caligus rogercresseyi
Caligus rogercresseyi
Bombus confusus
Cotesia vestalis
Cotesia vestalis
Anoplophora glabripennis
Lepidurus apus lubbocki
Centruroides sculpturatus
Parnara guttata
Choaspes benjaminii
Hasora badra badra
Hasora chromus
Pyrgus malvae
Pyrgus malvae
Drepana arcuata
Scaeva pyrastri
Scaeva pyrastri
Pseudomyrmex gracilis
Tetramorium bicarinatum
Tetramorium bicarinatum
Tegillarca granosa
Litomosoides brasiliensis
Setaria equina
Orussus abietinus
Ferrisia virgata
Zaprionus vittiger
Asymmetron lucayanum
Agrilus planipennis
Stratiolaelaps scimitus
Lottia gigantea
Volucella inflata
Volucella inflata
Volucella inanis
Volucella inanis
Anthocharis cardamines
Anthocharis cardamines
Xenocatantops brachycerus
Panagrolaimus davidi
Achipteria coleoptrata
Acromyrmex heyeri
Acromyrmex insinuator
Hypsibius dujardini
Hypsibius dujardini
Hypsibius dujardini
Adela reaumurella
Pogonus chalceus
Degeeriella rufa
Busseola fusca
Sesamia nonagrioides
Lamellibrachia luymesi
Dendrolimus punctatus
Rotylenchulus reniformis
Stichopus chloronotus
Soboliphyme baturini
Plebejus argus
Plebejus argus
Drosophila bunnanda
Drosophila bunnanda
Neomicropteryx cornuta
Montipora cactus
Megastigmus dorsalis
Heliconius melpomene thelxiopeia
Heliconius melpomene malleti
Heliconius melpomene malleti
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene aglaope
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene amaryllis
Heliconius melpomene ecuadorensis
Heliconius melpomene ecuadorensis
Heliconius melpomene plesseni
Heliconius melpomene plesseni
Apolygus lucorum
Adineta ricciae
Adineta ricciae
Adineta ricciae
Adineta ricciae
Heliconius cydno alithea
Heliconius cydno alithea
Heliconius cydno alithea
Hypogeococcus pungens
Carposina sasakii
Paracoccus marginatus
Clytia hemisphaerica
Macropis europaea
Macropis europaea
Autographa gamma
Autographa gamma
Halocynthia aurantium
Architeuthis dux
Latrodectus hesperus
Dolomedes plantarius
Dolomedes plantarius
Plakobranchus ocellatus
Eurytoma brunniventris
Porites rus
Sitodiplosis mosellana
Sitodiplosis mosellana
Pandalus platyceros
Heliconius cydno weymeri
Heliconius cydno weymeri
Contarinia nasturtii
Hyalomma asiaticum
Trichinella papuae
Trichinella zimbabwensis
Plebejus anna
Lysandra coridon
Lysandra coridon
Kudoa iwatai
Kudoa iwatai
Limenitis camilla
Limenitis camilla
Tetragonula clypearis
Tetragonula hockingsi
Tetragonula mellipes
Tetragonula mellipes
Mythimna separata
Thymelicus sylvestris
Thymelicus sylvestris
Cheilosia vulpina
Cheilosia vulpina
Paralithodes platypus
Trypoxylus dichotomus
Schistocerca piceifrons
Sphaeromyxa zaharoni
Danaus plexippus plexippus
Danaus plexippus plexippus
Leptotrombidium pallidum
Sminthurides aquaticus
Caenorhabditis japonica
Macrostomum lignano
Macrostomum lignano
Lycaena phlaeas
Lycaena phlaeas
Hyles vespertilio
Capitella teleta
Zaprionus ghesquierei
Cardiocondyla obscurior
Halyomorpha halys
Zygaena filipendulae
Zygaena filipendulae
Deladenus siricidicola
Trichoplax sp. H2
Diploscapter coronatus
Aplysina aerophoba
Aplysina aerophoba
Aplysina aerophoba
Aplysina aerophoba
Aplysina aerophoba
Acrobeloides nanus
Hesperia comma
Hesperia comma
Pseudomyrmex concolor
Pseudomyrmex cubaensis
Pseudomyrmex dendroicus
Pseudomyrmex flavicornis
Listronotus bonariensis
Themira minor
Apis cerana japonica
Caridina multidentata
Hyalella azteca
Malachius bipustulatus
Malachius bipustulatus
Drosophila pseudoananassae nigrens
Drosophila malerkotliana pallens
Crassostrea hongkongensis
Meloidogyne floridensis
Meloidogyne floridensis
Apocyclops royi
Battus belus
Leptotrombidium deliense
Nephila pilipes
Temnothorax curvispinosus
Temnothorax longispinosus
Bembecia ichneumoniformis
Bembecia ichneumoniformis
Venustaconcha ellipsiformis
Aporrectodea caliginosa
Babylonia areolata
Drosophila ohnishii
Drosophila ogumai
Aphis glycines
Aphis glycines
Aphis craccivora
Monomorium pharaonis
Monomorium pharaonis
Monomorium pharaonis
Monomorium pharaonis
Apostichopus japonicus
Apostichopus japonicus
Zaprionus bogoriensis
Bombus picipes
Bombus sylvicola
Eupelmus urozonus
Torymus geranii
Heliconius hermathena
Heliconius hermathena
Heliconius nattereri
Heliconius numata bicoloratus
Heliconius numata bicoloratus
Modiolus philippinarum
Panagrolaimus superbus
Panagrolaimus sp. PS1579
Junonia oenone
Hirudo verbana
Megastigmus stigmatizans
Tipula oleracea
Drosophila pruinosa
Hoplolaimus columbus
Haliclystus octoradiatus
Haliclystus octoradiatus
Belgica antarctica
Chironomus riparius
Chironomus riparius
Parhyale hawaiensis
Eupristina koningsbergeri
Dracunculus medinensis
Polypedilum vanderplanki
Ochropleura plecta
Ochropleura plecta
Angiostrongylus vasorum
Nemopilema nomurai
Chrysotoxum bicinctum
Chrysotoxum bicinctum
Tetramorium alpestre
Clitarchus hookeri
Ceratosolen solmsi marchali
Heliconius cydno cordula
Heliconius cydno cordula
Heliconius cydno cordula
Heliconius cydno cordula
Heliconius cydno cordula
Trapezites symmomus
Mysoria ambigua
Styx infernalis
Emesis mandana
Riptortus pedestris
Riptortus pedestris
Riptortus pedestris
Zerynthia polyxena
Pardosa pseudoannulata
Melinaea menophilus n. ssp. AW-2005
Melinaea menophilus n. ssp. AW-2005
Melinaea marsaeus rileyi
Melinaea marsaeus rileyi
Synergus umbraculus
Pseudobourletiella spinata
Vanessa tameamea
Angiostrongylus costaricensis
Oppiella nova
Oppiella nova
Orgyia antiqua
Orgyia antiqua
Hermetia illucens
Hermetia illucens
Hermetia illucens
Pieris macdunnoughi
Apis mellifera intermissa
Pyrochroa serraticornis
Pyrochroa serraticornis
Protaetia brevitarsis
Bhutanitis pulchristriata
Omalisus fontisbellaquei
Amynthas corticis
Amynthas corticis
Neuroterus quercusbaccarum
Rhynchophorus ferrugineus
Rhynchophorus ferrugineus
Rhynchophorus ferrugineus
Achlyodes pallida
Anastrus sempiternus
Astraptes apastus
Astraptes brevicauda
Astraptes enotrus
Astraptes hopfferi
Astraptes talus
Atarnes sallei
Autochton longipennis
Autochton zarex
Bungalotis erythus
Camptopleura auxo
Carystus phorcus
Cephise aelius
Chiomara georgina
Codatractus alcaeus
Codatractus imalena
Cycloglypha thrasibulus
Dardarina dardaris
Doberes anticus
Drephalys kidonoi
Dyscophellus porcius
Ebrietas anacreon
Gesta gesta
Gindanes brontinus
Gorgythion begga
Grais stigmaticus
Helias cama
Jemadia pseudognetus
Milanion marciana
Morvina fissimacula
Mylon lassia
Pseudonascus paulliniae
Noctuana lactifera
Ouleus salvina
Oxynetra hopfferi
Parelbella macleannani
Passova gellias
Pellicia arina
Pellicia arina
Polyctor polyctor
Polygonus leo
Polygonus savigny
Proteides mercurius
Pyrrhopyge crida
Pyrrhopyge zenodorus
Pythonides amaryllis
Quadrus cerialis
Salatis canalis
Sostrata bifasciata nordica
Spathilepia clonius
Telemiades fides
Typhedanus ampyx
Udranomia eurus
Udranomia kikkawai
Udranomia orcinus
Urbanus esmeraldus
Urbanus evona
Venada nevada
Yanguna cosyra
Ridens mephitis
Nesidiocoris tenuis
Limnoperna fortunei
Pristionchus entomophagus
Philotrypesis tridentata
Drosophila pectinifera
Proales similis
Diprion similis
Tenthredo notha
Tenthredo notha
Elymnias hypermnestra
Acropora acuminata
Desoria tigrina
Batillaria attramentaria
Lamprigera yunnana
Allancastria cerisyi ferdinandi
Hypermnestra helios maxima
Xylota sylvarum
Xylota sylvarum
Alaus oculatus
Microplitis mediator
Heligmosomoides polygyrus bakeri
Hestina assimilis
Leptinotarsa haldemani
Onchocerca flexuosa
Onchocerca flexuosa
Drosophila quadrilineata
Meloidogyne enterolobii
Meloidogyne enterolobii
Meloidogyne enterolobii
Rotaria macrura
Rotaria macrura
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria magnacalcarata
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria socialis
Rotaria sordida
Rotaria sordida
Rotaria sordida
Rotaria sordida
Rotaria sordida
Rotaria sordida
Rotaria sordida
Rotaria sordida
Palaemon carinicauda
Brachionus rubens
Phallusia fumigata
Heterotrigona itama
Bombus breviceps
Bombus difficillimus
Bombus skorikovi
Bombus waltoni
Bombus pyrosoma
Brachionus angularis
Notodromas monacha
Dicyema japonicum
Amphimedon queenslandica
Amphimedon queenslandica
Pomacea canaliculata
Pomacea canaliculata
Fabriciana adippe
Fabriciana adippe
Brenthis ino
Stegodyphus mimosarum
Anelosimus studiosus
Vollenhovia emeryi
Schrankia costaestrigalis
Schrankia costaestrigalis
Anopheles longipalpis
Listronotus oregonensis
Platycheirus albimanus
Platycheirus albimanus
Sphaerophoria rueppellii
Xanthogramma pedissequum
Xanthogramma pedissequum
Notospermus geniculatus
Pyrocoelia pectoralis
Chrysopa pallens
Tropilaelaps mercedesae
Bombus sibiricus
Nymphon striatum
Zaprionus camerounensis
Zaprionus davidi
Zaprionus ornatus
Zaprionus lachaisei
Zaprionus nigranus
Zaprionus tsacasi
Zaprionus tsacasi
Monosiga brevicollis MX1
Vandiemenella viatica
Vandiemenella viatica
Vandiemenella viatica
Vandiemenella viatica
Ips nitidus
Adineta steineri
Adineta steineri
Adineta steineri
Adineta steineri
Adineta steineri
Adineta steineri
Adineta steineri
Adineta steineri
Piezodorus guildinii
Cnaphalocrocis medinalis
Euschistus heros
Campodea augens
Catajapyx aquilonaris
Machilis hrabei
Heliconius ethilla aerotome
Heliconius ethilla aerotome
Neodiprion lecontei
Neodiprion lecontei
Neodiprion pinetum
Neodiprion pinetum
Neodiprion virginiana
Hofstenia miamia
Hofstenia miamia
Tetramorium simillimum
Andrena haemorrhoa
Andrena haemorrhoa
Zaprionus africanus
Zaprionus gabonicus
Bembidion lapponicum
Erebia aethiops
Erebia aethiops
Philornis downsi
Synergus japonicus
Diachasma alloeum
Diachasma alloeum
Cyphomyrmex costatus
Junonia genoveva
Junonia genoveva
Junonia genoveva
Junonia villida
Chelonus insularis
Phortica variegata
Bursaphelenchus okinawaensis
Bursaphelenchus okinawaensis
Lednia tumana
Plazaster borealis
Emmelina monodactyla
Emmelina monodactyla
Dasypogon diadema
Euura lappo
Creolimax fragrantissima
Teleogryllus occipitalis
Trachymyrmex cornetzi
Osmia lignaria
Dysdera silvatica
Phymorhynchus buccinoides
Ctenoplectra terminalis
Phenacoccus solenopsis
Whitmania pigra
Whitmania pigra
Odontomachus brunneus
Perichares adela
Apocrypta bakeri
Trabutina mannipara
Atta texana
Pachyseris speciosa
Drosophila nigromelanica
Drosophila nigromelanica
Rhopilema esculentum
Aphaenogaster rudis
Aphaenogaster rudis
Lanistes nyassanus
Cinara cedri
Aethilla lavochrea
Carcharodus alceae
Carcharodus alceae
Copaeodes aurantiaca
Orses cynisca
Signeta flammeata
Spialia sertorius
Timochares trifasciata
Zopyrion sandace
Pogonognathellus flavescens
Acropora echinata
Eufriesea mexicana
Echinococcus canadensis
Cyclargus thomasi
Atta colombica
Erynnis tages
Erynnis tages
Baylisascaris schroederi
Laothoe populi
Laothoe populi
Mimas tiliae
Mimas tiliae
Crematogaster levior
Macrocentrus cingulum
Plectus murrayi
Conopomorpha cramerella
Trichomalopsis sarcophagae
Dermacentor silvarum
Heliconius melpomene vulcanus
Heliconius melpomene vulcanus
Zanna intricata
Isoperla grammatica
Asobara japonica
Cryptolaemus montrouzieri
Paykullia maculata
Diplogasteroides magnus
Frieseomelitta varia
Frieseomelitta varia
Paracyclopina nana
Stichopus horrens
Clunio marinus
Gymnosoma rotundatum
Gymnosoma rotundatum
Salpa thompsoni
Actinopyga echinites
Heliconius timareta ssp. NG-2008
Heliconius timareta ssp. NG-2008
Heliconius timareta ssp. NG-2008
Heliconius timareta ssp. NG-2008
Heliconius timareta timareta
Heliconius timareta timareta
Heliconius timareta timareta
Heliconius timareta timareta
Heliconius timareta timareta
Heliconius timareta timareta
Heliconius timareta timareta
Heliconius timareta timareta
Acanthoscurria geniculata
Clusia tigrina
Clusia tigrina
Australostichopus mollis
Hydropsyche tenuis
Mylabris phalerata
Ormyrus nitidulus
Panagrolaimus sp. ES5
Panagrolaimus sp. JU765
Tephritis californica
Capsaspora owczarzaki ATCC 30864
Sarcophaga caerulescens
Sarcophaga caerulescens
Tetragonula davenporti
Habropoda laboriosa
Pseudomyrmex sp. PSW-54
Pseudomyrmex elongatus
Nomada fabriciana
Nomada fabriciana
Aphaenogaster ashmeadi
Aphaenogaster floridana
Aphaenogaster fulva
Aphaenogaster miamiana
Aphaenogaster picea
Colubraria reticulata
Gnoriste bilineata
Dinoponera quadriceps
Harpegnathos saltator
Harpegnathos saltator
Nylanderia fulva
Dryococelus australis
Medauroidea extradentata
Pseudoatta argentina
Solenopsis fugax
Ostrea lurida
Tetramorium parvispinum
Timema genevievae
Timema shepardi
Tachina fera
Tachina fera
Gongylonema pulchrum
Deilephila porcellus
Deilephila porcellus
Stichodactyla mertensii
Melanostoma mellinum
Melanostoma mellinum
Charaxes varanes
Delias oraia
Ocypus olens
Ocypus olens
Noctuana stator
Brachionus manjavacas
Brachionus manjavacas
Sphaeroforma arctica JP610
Thelohanellus kitauei
Hovala pardalina
Amyelois transitella
Aphidius gifuensis
Morbakka virulenta
Carybdea marsupialis auct. non (Linnaeus, 1758)
Bombus turneri
Macaria notata
Macaria notata
Amphipyra tragopoginis
Amphipyra tragopoginis
Lymantria dispar dispar
Calycopis cecrops
Calycopis cecrops
Lerema accius
Fonticula alba
Pentalonia nigronervosa
Tuta absoluta
Aguna metophis
Pogonognathellus longicornis
Harlomillsia oculata
Leucinodes orbonalis
Torymus auratus
Emesis brimo
Emesis cypria
Curvie emesia
Curvie emesia
Curvie emesia
Curvie emesia
Curvie emesia
Curvie emesia
Curvie emesia
Curvie emesia
Curvie emesia
Emesis lacrines
Emesis lucinda
Euselasia chrysippe
Mesosemia grandis
Nymphidium onaeum
Sarota myrtea
Theope publius
Calydna sturnula
Symmachia rubina
Habrosyne pyritoides
Habrosyne pyritoides
Thyatira batis
Thyatira batis
Ennomos fuscantarius
Ennomos fuscantarius
Hylaea fasciaria
Hylaea fasciaria
Melanaphis sacchari
Polistes dominula
Leucophenga varia
Apteronemobius asahinai
Sesia apiformis
Sesia apiformis
Pirum gemmata
Abeoforma whisleri
Hypena proboscidalis
Hypena proboscidalis
Noctua fimbriata
Noctua fimbriata
Notodonta dromedarius
Notodonta dromedarius
Phalera bucephala
Phalera bucephala
Cimex hemipterus
Acleris emargana
Acleris emargana
Acleris sparsana
Acleris sparsana
Agrypnia vestita
Dendrolimus kikuchii
Dactylopius coccus
Pterostichus madidus
Pterostichus madidus
Cecidostiba fungosa
Caenorhabditis angaria
Ampulex compressa
Goniozus legneri
Papilio slateri
Lymantria dispar asiatica
Lymantria dispar japonica
Tetraneura ulmi
Arctia plantaginis
Arctia plantaginis
Spilosoma lubricipeda
Spilosoma lubricipeda
Spilarctia lutea
Spilarctia lutea
Ennomos quercinarius
Ennomos quercinarius
Phlogophora meticulosa
Phlogophora meticulosa
Apamea monoglypha
Apamea monoglypha
Ochlodes sylvanus
Ochlodes sylvanus
Spialia orbifer
Spialia orbifer
Muschampia tessellum
Oxypoda opaca
Chrysaora fuscescens
Dolichovespula media
Dolichovespula media
Heliconius numata silvana
Heliconius numata tarapotensis
Heliconius pardalinus sergestus
Heliconius pardalinus sergestus
Heliconius pardalinus sergestus
Heliconius pardalinus sergestus
Heliconius pardalinus sergestus
Propsilocerus akamusi
Proechinophthirus fluctus
Cecidostiba semifascia
Eupelmus annulatus
Ormyrus pomaceus
Koerneria luziae
Enchytraeus crypticus
Scaptomyza flava
Nymphalis c-album
Nymphalis c-album
Satarupa nymphalis
Oedothorax gibbosus
Ericerus pela
Ericerus pela
Campaea margaritaria
Campaea margaritaria
Crocallis elinguaria
Crocallis elinguaria
Eulithis prunata
Eulithis prunata
Philereme vetulata
Philereme vetulata
Selenia dentaria
Selenia dentaria
Aplocera efformata
Aplocera efformata
Colletes gigas
Leptinotarsa texana
Abrostola tripartita
Abrostola tripartita
Craniophora ligustri
Craniophora ligustri
Laspeyria flexula
Laspeyria flexula
Epicauta chinensis
Salpingoeca rosetta
Ramazzottius varieornatus
Eilema depressum
Eilema depressum
Eilema sororculum
Eilema sororculum
Xestia c-nigrum
Xestia c-nigrum
Ptilodon capucinus
Ptilodon capucinus
Acronicta aceris
Acronicta aceris
Agrochola circellaris
Agrochola circellaris
Agrochola macilenta
Agrochola macilenta
Amphipyra berbera
Amphipyra berbera
Autographa pulchrina
Autographa pulchrina
Clostera curtula
Clostera curtula
Euplexia lucipara
Euplexia lucipara
Euproctis similis
Euproctis similis
Furcula furcula
Furcula furcula
Hemaris fuciformis
Hemaris fuciformis
Mythimna impura
Mythimna impura
Noctua janthe
Noctua janthe
Notodonta ziczac
Notodonta ziczac
Pheosia gnoma
Pheosia gnoma
Pheosia tremula
Pheosia tremula
Cyaniris semiargus
Cyaniris semiargus
Xestia xanthographa
Xestia xanthographa
Xestia xanthographa
Xestia xanthographa
Atethmia centrago
Atethmia centrago
Dryobotodes eremita
Dryobotodes eremita
Hecatera dysodea
Hecatera dysodea
Luperina testacea
Luperina testacea
Trichinella patagoniensis
Entheus sp. Burns01
Zera sp. Burns01DHJ02
Papilio gigon
Mythimna ferrago
Mythimna ferrago
Mesoligia furuncula
Mesoligia furuncula
Bombyx huttoni
Arion vulgaris
Narcosius parisi helen
Autochton bipunctatus
Emesis aurimna
Spioniades abbreviata
Cyrtorhinus lividipennis
Drosophila rhopaloa
Drosophila rhopaloa
Aphelinus certus
Leptidea juvernica
Eumacrocentrus americanus
Chlorops oryzae
Panopea generosa
Ephemera danica
Clito sp. Burns02
Nicephellus nicephorus
Heliconius numata arcuella
Gammarus roeselii
Drosophila fengkainensis
Cataglyphis hispanica
Cataglyphis hispanica
Cataglyphis hispanica
Elysia marginata
Apotomis turbidana
Apotomis turbidana
Cydia splendana
Cydia splendana
Pammene fasciana
Pammene fasciana
Tinea semifulvella
Tinea semifulvella
Zeuzera pyrina
Zeuzera pyrina
Endotricha flammealis
Endotricha flammealis
Griposia aprilina
Griposia aprilina
Microvelia longipes
Carcharodus tripolina
Muschampia proto
Heliconius hecale felix
Heliconius hecale felix
Heliconius ismenius metaphorus
Heliconius pardalinus ssp. JD-2011
Heliconius timareta ssp. JD-2011
Heliconius timareta ssp. JD-2011
Heliconius timareta ssp. JD-2011
Heliconius timareta ssp. JD-2011
Eurybia lycisca
Heliconius cydno cydnides
Heliconius cydno cydnides
Subanguina moxae
Eristalis arbustorum
Eristalis arbustorum
Eupeodes latifasciatus
Eupeodes latifasciatus
Ectemnius continuus
Ectemnius continuus
Limonius californicus
Tigriopus kingsejongensis
Emesis ocypore
Thisbe lycorias
Elaeophora elaphi
Mengenilla moldrzyki
Diorhabda carinulata
Cerceris rybyensis
Cerceris rybyensis
Eurytoma adleriae
Parapristionchus giblindavisi
Hesperophylax magnus
Sphecodes monilicornis
Sphecodes monilicornis
Alatina alata
Pristionchus arcanus
Pristionchus exspectatus
Pristionchus japonicus
Metaphire vulgaris
Brachionus koreanus
Brachionus koreanus
Heliconius cydno zelinde
Heliconius melpomene amandus
Heliconius melpomene amandus
Limnephilus lunatus
Limnephilus lunatus
Limnephilus lunatus
Sicus ferrugineus
Sicus ferrugineus
Coremacera marginata
Coremacera marginata
Aculops lycopersici
Amphibalanus amphitrite
Amphibalanus amphitrite
Didymodactylos carnosus
Didymodactylos carnosus
