prot1,prot2,BLASTidentity,S,N,dNdS,dN,dS
NC_036895.1_cds_XP_511103.2_60833,NC_048255.1_cds_XP_003829560.1_52479,99.795,357.3,614.7,0.0010,0.0000,0.0053
NC_036895.1_cds_XP_001170940.1_60953,NC_048255.1_cds_XP_003829526.1_52572,99.957,541.7,1804.3,0.0010,0.0000,0.0018
NC_036895.1_cds_XP_511081.3_60967,NC_048255.1_cds_XP_003829523.2_52575,99.945,802.5,2848.5,0.2614,0.0003,0.0013
NC_036895.1_cds_XP_024205748.1_61276,NC_048255.1_cds_XP_034796745.1_52878,99.462,180.5,374.5,0.9889,0.0055,0.0056
NC_036895.1_cds_XP_523460.4_61385,NC_048255.1_cds_XP_003805806.2_52969,99.667,245.8,954.2,0.7740,0.0032,0.0041
NC_036895.1_cds_XP_001137658.3_61388,NC_048255.1_cds_XP_034796800.1_52972,99.742,365.6,1179.4,0.3149,0.0017,0.0055
NC_036896.1_cds_XP_016786594.1_61767,NC_048256.1_cds_XP_034797088.1_53144,99.953,708.4,1418.6,0.0010,0.0000,0.0014
NC_036896.1_cds_XP_016786627.1_61830,NC_048256.1_cds_XP_003816897.1_53203,99.914,1813.8,5191.2,0.0010,0.0000,0.0034
NC_036896.1_cds_XP_016786995.1_62472,NC_048256.1_cds_XP_008951112.2_53743,100.000,148.4,625.6,0.2420,0.0000,0.0000
NC_036896.1_cds_XP_003953061.1_63035,NC_048256.1_cds_XP_003813958.1_54230,99.852,459.3,890.7,0.0010,0.0000,0.0043
NC_036896.1_cds_NP_001238943.1_63051,NC_048256.1_cds_XP_003813954.1_54243,100.000,104.9,423.1,0.4956,0.0000,0.0000
NC_036896.1_cds_NP_001233571.1_63336,NC_048256.1_cds_XP_008955034.1_54535,100.000,336.2,1265.8,0.5266,0.0000,0.0000
NC_036896.1_cds_XP_001159122.1_64205,NC_048256.1_cds_XP_003808838.1_55264,99.885,219.9,647.1,99.0000,0.0016,0.0000
NC_036896.1_cds_XP_024206245.1_64319,NC_048256.1_cds_XP_024781939.2_55415,99.625,367.4,961.6,0.3448,0.0086,0.0250
NC_036896.1_cds_XP_009431130.2_64682,NC_048256.1_cds_XP_003817471.1_55712,99.691,214.6,577.4,0.8346,0.1386,0.1661
NC_036896.1_cds_XP_523811.2_64782,NC_048256.1_cds_XP_003817433.1_55801,100.000,85.6,265.4,0.4386,0.0000,0.0000
NC_036896.1_cds_XP_511639.2_65152,NC_048256.1_cds_XP_003812405.1_56104,100.000,321.9,1046.1,0.4542,0.0000,0.0000
NC_036896.1_cds_XP_016788387.1_65357,NC_048256.1_cds_XP_008964147.1_56297,99.714,348.3,1115.7,0.3948,0.0213,0.0540
NC_036896.1_cds_XP_024206388.1_65536,NC_048256.1_cds_XP_003813304.1_56441,99.911,397.6,727.4,99.0000,0.0014,0.0000
NC_036896.1_cds_XP_016786481.2_65848,NC_048256.1_cds_XP_034798964.1_56663,99.835,129.7,473.3,0.0010,0.0000,0.0079
NC_036896.1_cds_XP_003315818.1_65932,NC_048256.1_cds_XP_034799004.1_56724,99.891,378.2,1445.8,0.0010,0.0000,0.0055
NC_036897.1_cds_XP_001159900.3_66599,NC_048257.1_cds_XP_003830388.3_57288,99.838,976.8,3328.2,0.2081,0.0009,0.0043
NC_036897.1_cds_XP_009432368.1_67240,NC_048257.1_cds_XP_008950891.2_57806,99.821,847.0,1946.0,0.6475,0.0016,0.0024
NC_036898.1_cds_XP_001149847.2_67745,NC_048258.1_cds_XP_034802260.1_58104,99.836,603.2,3041.8,0.0386,0.0003,0.0086
NC_036898.1_cds_XP_512268.4_67824,NC_048258.1_cds_XP_034800946.1_58175,99.890,141.8,764.2,0.0010,0.0000,0.0071
NC_036898.1_cds_NP_001267445.1_68237,NC_048258.1_cds_XP_003810037.2_58535,99.411,319.6,1036.4,0.1889,0.0029,0.0156
NC_036898.1_cds_XP_001137259.2_69306,NC_048258.1_cds_XP_003817791.1_59452,99.676,155.1,768.9,0.0990,0.0013,0.0135
NC_036898.1_cds_XP_512563.1_69578,NC_048258.1_cds_XP_003816257.1_59685,100.000,88.3,286.7,0.3646,0.0000,0.0000
NC_036898.1_cds_XP_512768.2_71008,NC_048258.1_cds_XP_003817539.1_60963,99.867,228.6,1268.4,0.0010,0.0000,0.0092
NC_036899.1_cds_XP_009434987.1_72599,NC_048259.1_cds_XP_008973006.2_62520,99.762,791.3,1725.7,0.0943,0.0006,0.0063
NC_036899.1_cds_XP_001166710.1_72747,NC_048259.1_cds_XP_034803371.1_62633,99.799,414.6,1076.4,0.7574,0.0019,0.0025
NC_036899.1_cds_XP_514540.2_72960,NC_048259.1_cds_XP_003810671.1_62812,100.000,136.9,397.1,0.4950,0.0000,0.0000
NC_036899.1_cds_XP_009435178.1_72962,NC_048259.1_cds_XP_008961212.1_62813,99.775,581.6,1638.4,0.0010,0.0000,0.0088
NC_036899.1_cds_XP_009435237.1_73088,NC_048259.1_cds_XP_003805410.2_62911,100.000,143.1,444.9,0.4972,0.0000,0.0000
NC_036899.1_cds_NP_001267369.1_73357,NC_048259.1_cds_XP_003831872.1_63110,99.924,454.5,850.5,0.0010,0.0000,0.0023
NC_036899.1_cds_XP_009435367.1_73405,NC_048259.1_cds_XP_003831890.1_63147,99.864,197.1,537.9,0.0010,0.0000,0.0051
NC_036899.1_cds_NP_001267388.1_73409,NC_048259.1_cds_XP_034803551.1_63155,100.000,175.6,721.4,0.4541,0.0130,0.0287
NC_036899.1_cds_XP_001165456.1_73461,NC_048259.1_cds_XP_003831911.1_63187,99.854,457.5,913.5,0.4927,0.0011,0.0022
NC_036899.1_cds_XP_024207878.1_73816,NC_048259.1_cds_XP_008949602.2_63492,99.827,446.4,1287.6,0.1818,0.0008,0.0044
NC_036899.1_cds_XP_001166085.1_74025,NC_048259.1_cds_XP_003809314.1_63635,99.966,930.0,1983.0,0.0010,0.0000,0.0011
NC_036899.1_cds_XP_001168296.1_74103,NC_048259.1_cds_XP_003815313.1_63693,99.872,250.9,529.1,0.0010,0.0000,0.0039
NC_036899.1_cds_XP_016793649.1_74153,NC_048259.1_cds_XP_003827567.1_63741,100.000,75.2,326.8,0.4822,0.0377,0.0781
NC_036899.1_cds_XP_009435751.1_74219,NC_048259.1_cds_XP_008949147.1_63816,99.781,229.5,682.5,0.3261,0.0015,0.0045
NC_036900.1_cds_XP_016802649.1_74846,NC_048260.1_cds_XP_008975940.1_64224,99.688,168.0,471.0,0.0010,0.0000,0.0123
NC_036900.1_cds_XP_009435672.1_75089,NC_048260.1_cds_XP_008975833.2_64451,99.516,272.5,963.5,0.5612,0.0042,0.0075
NC_036900.1_cds_XP_531577.2_75150,NC_048260.1_cds_XP_003823896.1_64509,99.855,648.0,2109.0,0.1039,0.0005,0.0047
NC_036901.1_cds_XP_024208643.1_75535,NC_048261.1_cds_XP_034805123.1_64823,99.941,549.0,1152.0,99.0000,0.0009,0.0000
NC_036901.1_cds_XP_515052.2_76027,NC_048261.1_cds_XP_003820223.1_65228,100.000,169.6,535.4,0.3766,0.0000,0.0000
NC_036901.1_cds_NP_001233294.1_76195,NC_048261.1_cds_XP_034805213.1_65387,99.830,476.2,1287.8,0.0010,0.0000,0.0063
NC_036901.1_cds_XP_515126.1_76564,NC_048261.1_cds_XP_003821623.1_65702,99.740,119.3,261.7,0.0010,0.0000,0.0085
NC_036901.1_cds_XP_016794758.1_76817,NC_048261.1_cds_XP_034804251.1_65894,99.837,169.3,442.7,0.0010,0.0000,0.0061
NC_036901.1_cds_XP_001172202.1_76974,NC_048261.1_cds_XP_003812455.1_66023,99.929,490.8,916.2,0.0010,0.0000,0.0021
NC_036901.1_cds_XP_001140006.1_77116,NC_048261.1_cds_XP_034804752.1_66104,99.932,383.2,1080.8,0.0010,0.0000,0.0025
NC_036902.1_cds_XP_009437053.1_77436,NC_048262.1_cds_XP_014198874.1_66319,100.000,73.0,347.0,0.0010,0.0000,0.0000
NC_036902.1_cds_XP_520945.2_77476,NC_048262.1_cds_XP_003805760.1_66359,100.000,359.7,1092.3,0.4431,0.0000,0.0000
NC_036902.1_cds_XP_016798597.1_77682,NC_048262.1_cds_XP_008971238.1_66566,99.977,1138.1,3247.9,99.0000,0.0006,0.0000
NC_036902.1_cds_XP_016799262.1_78413,NC_048262.1_cds_XP_003820216.1_67327,100.000,244.4,772.6,0.5093,0.0000,0.0000
NC_036902.1_cds_XP_001137540.1_79193,NC_048262.1_cds_XP_003823184.1_68106,100.000,117.6,425.4,0.0010,0.0000,0.0000
NC_036902.1_cds_XP_521348.3_79968,NC_048262.1_cds_XP_003809999.2_68825,100.000,151.4,547.6,0.7116,0.0000,0.0000
